index,216,214,215,212,213,210,211,165,133,132,131,130,137,136,135,134,139,138,166,24,25,26,27,20,21,22,23,160,28,29,161,0,4,8,163,119,120,121,122,123,124,125,126,127,128,129,167,118,59,58,55,54,57,56,51,50,53,52,164,201,199,179,200,195,194,197,178,191,190,193,192,115,114,88,89,111,110,113,112,82,83,80,81,86,87,84,85,198,206,3,177,7,108,109,102,103,100,101,106,107,104,105,39,38,33,32,31,30,37,36,35,34,205,176,60,61,62,63,64,65,66,67,68,69,175,174,173,172,171,170,203,181,182,183,180,2,162,187,184,6,186,188,189,202,196,185,99,98,168,169,91,90,93,92,95,94,97,96,11,10,13,12,15,14,17,16,19,18,117,116,204,151,150,153,152,155,154,157,156,159,158,207,48,49,46,47,44,45,42,43,40,41,1,5,9,146,147,144,145,142,143,140,141,209,208,148,149,77,76,75,74,73,72,71,70,79,78
2015-09-09,;0.0;,;0.0;,;0.0;,;0.0;,;57.0;,;9.0;,;27.0;,;0.0;,;426.0;,;771.0;,;382.0;,;1204.0;,;0.0;,;822.0;,;316.0;,;1050.0;,;0.0;,;0.0;,;0.0;,;2548.0;,;2846.0;,;0.0;,;853.0;,;0.0;,;0.0;,;0.0;,;3798.0;,;0.0;,;0.0;,;0.0;,;0.0;,;14532.0;,;721.0;,;560.0;,;0.0;,;1222.0;,;0.0;,;0.0;,;0.0;,;0.0;,;147.0;,;860.0;,;932.0;,;513.0;,;3096.0;,;207.0;,;0.0;,;1070.0;,;0.0;,;0.0;,;1075.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;246.0;,;0.0;,;0.0;,;93.0;,;0.0;,;239.0;,;0.0;,;0.0;,;0.0;,;1766.0;,;714.0;,;0.0;,;213.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;320.0;,;0.0;,;2939.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;225.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4711.0;,;2838.0;,;952.0;,;52.0;,;0.0;,;101.0;,;0.0;,;4.0;,;0.0;,;0.0;,;1814.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;566.0;,;0.0;,;0.0;,;0.0;,;365.0;,;1331.0;,;57.0;,;0.0;,;0.0;,;0.0;,;6298.0;,;720.0;,;225.0;,;0.0;,;0.0;,;0.0;,;708.0;,;0.0;,;1653.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;50.0;,;0.0;,;3273.0;,;0.0;,;0.0;,;0.0;,;0.0;,;623.0;,;1900.0;,;0.0;,;2290.0;,;641.0;,;392.0;,;0.0;,;0.0;,;0.0;,;6.0;,;0.0;,;0.0;,;0.0;,;0.0;,;14.0;,;0.0;,;538.0;,;55.0;,;0.0;,;0.0;,;0.0;,;0.0;,;454.0;,;22.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;377.0;,;554.0;,;421.0;,;3613.0;,;5523.0;,;0.0;,;0.0;,;25.0;,;0.0;,;0.0;,;0.0;,;1325.0;,;0.0;,;1939.0;,;0.0;,;0.0;,;0.0;,;0.0;,;256.0;,;0.0;,;0.0;,;0.0;,;1326.0;,;0.0;,;0.0;,;0.0;,;25.0;,;0.0;
2015-09-10,;0.0;,;0.0;,;0.0;,;0.0;,;102.0;,;9.0;,;18.0;,;0.0;,;469.0;,;780.0;,;393.0;,;1191.0;,;0.0;,;809.0;,;309.0;,;1084.0;,;0.0;,;0.0;,;0.0;,;2438.0;,;2817.0;,;0.0;,;880.0;,;0.0;,;0.0;,;0.0;,;3760.0;,;90.0;,;0.0;,;0.0;,;0.0;,;14698.0;,;706.0;,;546.0;,;0.0;,;1210.0;,;0.0;,;0.0;,;0.0;,;0.0;,;142.0;,;848.0;,;922.0;,;508.0;,;3260.0;,;203.0;,;0.0;,;1073.0;,;0.0;,;0.0;,;1048.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;168.0;,;0.0;,;0.0;,;92.0;,;0.0;,;174.0;,;0.0;,;0.0;,;0.0;,;1731.0;,;698.0;,;0.0;,;210.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;309.0;,;0.0;,;2987.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;218.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4671.0;,;2892.0;,;888.0;,;50.0;,;0.0;,;98.0;,;0.0;,;4.0;,;0.0;,;0.0;,;1779.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;596.0;,;0.0;,;0.0;,;0.0;,;361.0;,;1510.0;,;54.0;,;0.0;,;0.0;,;0.0;,;6369.0;,;755.0;,;223.0;,;0.0;,;0.0;,;0.0;,;719.0;,;0.0;,;1740.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;52.0;,;0.0;,;3379.0;,;0.0;,;0.0;,;0.0;,;0.0;,;608.0;,;1905.0;,;0.0;,;2231.0;,;629.0;,;368.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;533.0;,;54.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;21.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;315.0;,;520.0;,;414.0;,;3580.0;,;5747.0;,;0.0;,;0.0;,;25.0;,;0.0;,;0.0;,;0.0;,;867.0;,;0.0;,;1899.0;,;0.0;,;0.0;,;0.0;,;0.0;,;330.0;,;0.0;,;0.0;,;0.0;,;1301.0;,;0.0;,;0.0;,;0.0;,;24.0;,;0.0;
2015-09-11,;0.0;,;0.0;,;10.0;,;0.0;,;101.0;,;8.0;,;0.0;,;0.0;,;514.0;,;761.0;,;386.0;,;1267.0;,;0.0;,;853.0;,;302.0;,;1091.0;,;0.0;,;0.0;,;0.0;,;2289.0;,;2783.0;,;0.0;,;882.0;,;0.0;,;0.0;,;0.0;,;3808.0;,;89.0;,;0.0;,;0.0;,;0.0;,;14944.0;,;688.0;,;707.0;,;0.0;,;1196.0;,;0.0;,;0.0;,;0.0;,;0.0;,;134.0;,;830.0;,;911.0;,;780.0;,;3320.0;,;198.0;,;0.0;,;1136.0;,;0.0;,;0.0;,;1012.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;91.0;,;0.0;,;170.0;,;0.0;,;0.0;,;0.0;,;2129.0;,;687.0;,;0.0;,;206.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;337.0;,;0.0;,;3111.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;208.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4625.0;,;2867.0;,;876.0;,;47.0;,;0.0;,;93.0;,;0.0;,;4.0;,;0.0;,;0.0;,;1722.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;664.0;,;0.0;,;0.0;,;0.0;,;366.0;,;1676.0;,;51.0;,;0.0;,;0.0;,;0.0;,;6355.0;,;778.0;,;221.0;,;0.0;,;0.0;,;0.0;,;646.0;,;0.0;,;1872.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;52.0;,;0.0;,;3486.0;,;0.0;,;0.0;,;0.0;,;0.0;,;588.0;,;2002.0;,;0.0;,;2142.0;,;629.0;,;334.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;528.0;,;53.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;20.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;589.0;,;472.0;,;406.0;,;3569.0;,;5710.0;,;0.0;,;0.0;,;25.0;,;0.0;,;0.0;,;0.0;,;223.0;,;0.0;,;1850.0;,;0.0;,;0.0;,;0.0;,;0.0;,;327.0;,;0.0;,;0.0;,;0.0;,;1272.0;,;0.0;,;0.0;,;0.0;,;24.0;,;0.0;
2015-09-12,;0.0;,;0.0;,;25.0;,;0.0;,;99.0;,;8.0;,;0.0;,;0.0;,;510.0;,;733.0;,;372.0;,;1255.0;,;0.0;,;843.0;,;292.0;,;1081.0;,;0.0;,;0.0;,;0.0;,;3520.0;,;2860.0;,;0.0;,;874.0;,;0.0;,;0.0;,;0.0;,;3767.0;,;88.0;,;0.0;,;0.0;,;0.0;,;15179.0;,;666.0;,;699.0;,;0.0;,;1179.0;,;0.0;,;0.0;,;0.0;,;0.0;,;128.0;,;852.0;,;898.0;,;773.0;,;3331.0;,;192.0;,;0.0;,;1126.0;,;0.0;,;0.0;,;963.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;89.0;,;0.0;,;163.0;,;0.0;,;0.0;,;0.0;,;2111.0;,;715.0;,;0.0;,;202.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;328.0;,;0.0;,;3229.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;196.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4571.0;,;2930.0;,;862.0;,;43.0;,;0.0;,;88.0;,;0.0;,;4.0;,;0.0;,;0.0;,;1691.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;683.0;,;0.0;,;0.0;,;0.0;,;360.0;,;1674.0;,;46.0;,;0.0;,;0.0;,;0.0;,;6518.0;,;771.0;,;218.0;,;0.0;,;0.0;,;0.0;,;965.0;,;0.0;,;1899.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;54.0;,;0.0;,;3472.0;,;0.0;,;0.0;,;0.0;,;0.0;,;562.0;,;1985.0;,;0.0;,;1972.0;,;624.0;,;282.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;522.0;,;53.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;18.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;584.0;,;399.0;,;396.0;,;3569.0;,;5655.0;,;199.0;,;0.0;,;24.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1788.0;,;0.0;,;0.0;,;0.0;,;0.0;,;385.0;,;0.0;,;0.0;,;0.0;,;1234.0;,;0.0;,;0.0;,;0.0;,;24.0;,;0.0;
2015-09-13,;0.0;,;0.0;,;25.0;,;0.0;,;98.0;,;7.0;,;0.0;,;0.0;,;504.0;,;707.0;,;367.0;,;1241.0;,;0.0;,;830.0;,;279.0;,;1070.0;,;0.0;,;0.0;,;0.0;,;3490.0;,;2828.0;,;0.0;,;865.0;,;0.0;,;0.0;,;0.0;,;4125.0;,;87.0;,;0.0;,;0.0;,;0.0;,;15050.0;,;638.0;,;771.0;,;0.0;,;1159.0;,;0.0;,;0.0;,;0.0;,;0.0;,;119.0;,;841.0;,;882.0;,;790.0;,;3302.0;,;242.0;,;0.0;,;1138.0;,;0.0;,;0.0;,;896.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;88.0;,;0.0;,;153.0;,;0.0;,;0.0;,;0.0;,;2090.0;,;703.0;,;0.0;,;197.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;315.0;,;0.0;,;3202.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;178.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4508.0;,;2989.0;,;845.0;,;36.0;,;0.0;,;80.0;,;0.0;,;4.0;,;0.0;,;0.0;,;1649.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;675.0;,;0.0;,;0.0;,;0.0;,;352.0;,;1655.0;,;39.0;,;0.0;,;0.0;,;0.0;,;6563.0;,;763.0;,;215.0;,;0.0;,;0.0;,;0.0;,;957.0;,;0.0;,;1869.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;54.0;,;0.0;,;3438.0;,;0.0;,;0.0;,;0.0;,;0.0;,;685.0;,;1964.0;,;0.0;,;1940.0;,;618.0;,;192.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;515.0;,;52.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;15.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;578.0;,;272.0;,;383.0;,;3795.0;,;5592.0;,;197.0;,;0.0;,;24.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1706.0;,;0.0;,;0.0;,;0.0;,;0.0;,;382.0;,;0.0;,;0.0;,;0.0;,;1430.0;,;0.0;,;0.0;,;0.0;,;23.0;,;0.0;
2015-09-14,;0.0;,;0.0;,;25.0;,;0.0;,;97.0;,;6.0;,;0.0;,;0.0;,;497.0;,;1006.0;,;362.0;,;1320.0;,;0.0;,;815.0;,;262.0;,;1095.0;,;0.0;,;0.0;,;0.0;,;3456.0;,;2789.0;,;0.0;,;854.0;,;0.0;,;0.0;,;0.0;,;4090.0;,;86.0;,;0.0;,;0.0;,;0.0;,;15273.0;,;599.0;,;762.0;,;0.0;,;1136.0;,;0.0;,;0.0;,;0.0;,;0.0;,;104.0;,;829.0;,;863.0;,;783.0;,;3269.0;,;239.0;,;0.0;,;1186.0;,;0.0;,;0.0;,;792.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;86.0;,;0.0;,;308.0;,;0.0;,;0.0;,;0.0;,;2065.0;,;710.0;,;0.0;,;191.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;298.0;,;0.0;,;3170.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;150.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4433.0;,;2962.0;,;824.0;,;25.0;,;0.0;,;67.0;,;0.0;,;4.0;,;0.0;,;0.0;,;1590.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;692.0;,;0.0;,;0.0;,;0.0;,;339.0;,;1629.0;,;27.0;,;0.0;,;0.0;,;0.0;,;6507.0;,;754.0;,;212.0;,;0.0;,;0.0;,;0.0;,;947.0;,;0.0;,;1905.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;56.0;,;0.0;,;3582.0;,;0.0;,;0.0;,;0.0;,;0.0;,;679.0;,;1942.0;,;0.0;,;1902.0;,;611.0;,;0.0;,;0.0;,;0.0;,;0.0;,;175.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;507.0;,;51.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;572.0;,;0.0;,;367.0;,;3815.0;,;5974.0;,;195.0;,;0.0;,;24.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1768.0;,;0.0;,;0.0;,;0.0;,;0.0;,;378.0;,;0.0;,;0.0;,;0.0;,;1418.0;,;0.0;,;0.0;,;0.0;,;22.0;,;0.0;
2015-09-15,;0.0;,;0.0;,;45.0;,;0.0;,;95.0;,;4.0;,;0.0;,;0.0;,;488.0;,;997.0;,;356.0;,;1342.0;,;0.0;,;904.0;,;238.0;,;1180.0;,;0.0;,;0.0;,;0.0;,;3416.0;,;2784.0;,;0.0;,;842.0;,;0.0;,;0.0;,;0.0;,;4050.0;,;85.0;,;0.0;,;0.0;,;0.0;,;15594.0;,;775.0;,;750.0;,;0.0;,;1106.0;,;0.0;,;0.0;,;0.0;,;0.0;,;78.0;,;861.0;,;839.0;,;809.0;,;3231.0;,;285.0;,;0.0;,;1176.0;,;0.0;,;0.0;,;600.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;79.0;,;0.0;,;511.0;,;0.0;,;0.0;,;0.0;,;2037.0;,;690.0;,;0.0;,;182.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;268.0;,;0.0;,;3389.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;102.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4975.0;,;2981.0;,;925.0;,;0.0;,;0.0;,;46.0;,;0.0;,;4.0;,;0.0;,;0.0;,;1650.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;765.0;,;45.0;,;0.0;,;0.0;,;334.0;,;1697.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6698.0;,;1080.0;,;208.0;,;0.0;,;0.0;,;0.0;,;937.0;,;0.0;,;1889.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;58.0;,;0.0;,;3589.0;,;0.0;,;0.0;,;0.0;,;0.0;,;673.0;,;2014.0;,;0.0;,;1854.0;,;602.0;,;0.0;,;0.0;,;0.0;,;0.0;,;174.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;672.0;,;50.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;225.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;564.0;,;0.0;,;313.0;,;3893.0;,;5971.0;,;193.0;,;0.0;,;23.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1928.0;,;0.0;,;0.0;,;0.0;,;0.0;,;435.0;,;0.0;,;0.0;,;0.0;,;1440.0;,;0.0;,;0.0;,;0.0;,;22.0;,;0.0;
2015-09-16,;0.0;,;0.0;,;45.0;,;0.0;,;93.0;,;0.0;,;0.0;,;0.0;,;480.0;,;988.0;,;348.0;,;1415.0;,;0.0;,;894.0;,;368.0;,;1308.0;,;0.0;,;0.0;,;0.0;,;3370.0;,;2722.0;,;0.0;,;827.0;,;0.0;,;0.0;,;0.0;,;4004.0;,;83.0;,;0.0;,;0.0;,;0.0;,;16019.0;,;768.0;,;733.0;,;0.0;,;1069.0;,;0.0;,;0.0;,;0.0;,;0.0;,;66.0;,;858.0;,;809.0;,;801.0;,;3375.0;,;282.0;,;0.0;,;1210.0;,;0.0;,;0.0;,;507.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;74.0;,;0.0;,;566.0;,;0.0;,;0.0;,;0.0;,;2221.0;,;660.0;,;0.0;,;171.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;40.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;207.0;,;0.0;,;3460.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5351.0;,;2950.0;,;955.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4.0;,;0.0;,;0.0;,;1636.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;799.0;,;45.0;,;0.0;,;0.0;,;327.0;,;2010.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6823.0;,;1105.0;,;202.0;,;0.0;,;0.0;,;0.0;,;924.0;,;0.0;,;1870.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;62.0;,;0.0;,;3653.0;,;0.0;,;0.0;,;0.0;,;0.0;,;665.0;,;2020.0;,;0.0;,;1794.0;,;592.0;,;476.0;,;0.0;,;0.0;,;0.0;,;172.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;666.0;,;48.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;223.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;555.0;,;0.0;,;450.0;,;3987.0;,;5915.0;,;229.0;,;0.0;,;22.0;,;0.0;,;0.0;,;0.0;,;2210.0;,;0.0;,;2119.0;,;0.0;,;0.0;,;0.0;,;0.0;,;465.0;,;0.0;,;0.0;,;0.0;,;1428.0;,;0.0;,;0.0;,;425.0;,;21.0;,;0.0;
2015-09-17,;0.0;,;0.0;,;105.0;,;0.0;,;91.0;,;0.0;,;0.0;,;0.0;,;470.0;,;976.0;,;339.0;,;1805.0;,;0.0;,;932.0;,;392.0;,;1331.0;,;0.0;,;0.0;,;0.0;,;3315.0;,;2673.0;,;0.0;,;808.0;,;0.0;,;0.0;,;0.0;,;3949.0;,;81.0;,;0.0;,;0.0;,;0.0;,;16505.0;,;875.0;,;706.0;,;0.0;,;1020.0;,;0.0;,;0.0;,;0.0;,;0.0;,;45.0;,;823.0;,;769.0;,;792.0;,;3442.0;,;278.0;,;0.0;,;1250.0;,;0.0;,;0.0;,;346.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;68.0;,;0.0;,;589.0;,;0.0;,;0.0;,;0.0;,;2200.0;,;731.0;,;0.0;,;156.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;40.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;203.0;,;0.0;,;3430.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5537.0;,;2914.0;,;1100.0;,;0.0;,;0.0;,;142.0;,;0.0;,;3.0;,;0.0;,;0.0;,;1680.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;828.0;,;44.0;,;0.0;,;0.0;,;319.0;,;2104.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6868.0;,;1117.0;,;196.0;,;0.0;,;0.0;,;0.0;,;909.0;,;0.0;,;1849.0;,;30.0;,;0.0;,;0.0;,;0.0;,;0.0;,;66.0;,;0.0;,;3662.0;,;0.0;,;0.0;,;0.0;,;0.0;,;656.0;,;2083.0;,;0.0;,;1717.0;,;580.0;,;472.0;,;0.0;,;0.0;,;0.0;,;170.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;659.0;,;46.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;221.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;544.0;,;0.0;,;446.0;,;3953.0;,;6169.0;,;321.0;,;0.0;,;22.0;,;0.0;,;0.0;,;0.0;,;2191.0;,;0.0;,;2289.0;,;0.0;,;0.0;,;0.0;,;0.0;,;474.0;,;0.0;,;0.0;,;0.0;,;1414.0;,;0.0;,;0.0;,;421.0;,;35.0;,;0.0;
2015-09-18,;0.0;,;0.0;,;115.0;,;0.0;,;88.0;,;0.0;,;0.0;,;0.0;,;566.0;,;963.0;,;327.0;,;1790.0;,;0.0;,;922.0;,;386.0;,;1385.0;,;0.0;,;0.0;,;0.0;,;3249.0;,;2735.0;,;0.0;,;786.0;,;0.0;,;0.0;,;0.0;,;3885.0;,;78.0;,;0.0;,;0.0;,;0.0;,;16634.0;,;868.0;,;694.0;,;0.0;,;1322.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;815.0;,;713.0;,;782.0;,;3488.0;,;316.0;,;0.0;,;1271.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;57.0;,;0.0;,;586.0;,;0.0;,;0.0;,;0.0;,;2175.0;,;763.0;,;0.0;,;131.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;39.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;198.0;,;0.0;,;3396.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5737.0;,;3015.0;,;1091.0;,;0.0;,;0.0;,;141.0;,;0.0;,;3.0;,;0.0;,;0.0;,;1666.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;879.0;,;44.0;,;0.0;,;0.0;,;309.0;,;2175.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6943.0;,;1165.0;,;188.0;,;0.0;,;0.0;,;0.0;,;891.0;,;0.0;,;1824.0;,;30.0;,;0.0;,;0.0;,;0.0;,;0.0;,;68.0;,;0.0;,;3624.0;,;0.0;,;0.0;,;0.0;,;0.0;,;645.0;,;2102.0;,;0.0;,;1612.0;,;728.0;,;467.0;,;0.0;,;0.0;,;0.0;,;168.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;651.0;,;43.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;218.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;671.0;,;0.0;,;442.0;,;4075.0;,;6194.0;,;318.0;,;0.0;,;21.0;,;0.0;,;0.0;,;0.0;,;2170.0;,;0.0;,;2259.0;,;0.0;,;0.0;,;0.0;,;0.0;,;498.0;,;0.0;,;0.0;,;0.0;,;1398.0;,;0.0;,;0.0;,;417.0;,;35.0;,;0.0;
